,coaster_name,Location,Status,Manufacturer,Model,Lift/launch system,Trains,Designer,year_introduced,latitude,longitude,track_type,opening_date_clean,speed_mph,height_ft,Inversions_clean,Gforce_clean,Length_ft,Height_restriction_in,Cost_USD,Acceleration_clean,Max_vertical_angle,Duration_seconds,Capacity_riders_per_hour,Drop_ft
706,Italian Job: Turbo Coaster,Other,Unknown,Premier Rides,Unknown,LIM Launch Track,3 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Werner Stengel,2006,40.2864,-76.6531,Steel,Unknown,40.0,91.9,0,4.0,1960.0,48.0,8540000.0,5.96,65.0,64.0,1000,31.2
707,Jungle Racing,Happy Valley Beijing,Operating,Vekoma,Mine train roller coaster,Unknown,Unknown,Unknown,2006,39.868,116.4874,Steel,2006-07-09,30.1,91.9,0,2.2,2575.5,48.0,8540000.0,9.1,65.0,140.0,1600,92.0
708,Kentucky Rumbler,Beech Bend Park,Operating,Great Coasters International,Twister,Unknown,Single train with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,2006,37.0225,-86.4017,Wood,2006-05-06,47.0,91.9,0,4.0,2827.0,48.0,4600000.0,9.1,65.0,105.0,480,80.0
709,Kumali,Flamingo Land,Operating,Vekoma,SLC Shenlin design,Chain Lift Hill,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,2006,54.2117,-0.8066,Steel,2006-01-01,54.9,91.9,4,4.7,2202.75,51.0,7500000.0,9.1,55.0,92.0,1125,111.75
710,Patriot (Worlds of Fun),Worlds of Fun,Operating,Bolliger & Mabillard,Inverted Coaster,Chain lift,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Unknown,2006,39.1753,-94.4889,Steel,2006-04-08,60.0,91.9,4,4.0,3081.0,54.0,14000000.0,9.1,65.0,138.0,1160,123.0
711,Speed Monster,TusenFryd,Operating,Intamin,Accelerator coaster,Hydraulic launch,Unknown,Stengel Engineering,2006,59.7482,10.777,Steel,2006-04-23,55.9,91.9,3,4.0,2264.0,55.0,8250000.000000001,11.36,65.0,69.0,700,92.0
712,Speed: No Limits,Oakwood Theme Park,Operating,Gerstlauer,Unknown,Vertical chain lift,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Werner Stengel,2006,51.779,-4.805,Steel,2006-04-13,59.0,91.9,2,4.5,1970.0,1.0,3750000.0,9.1,97.0,90.0,800,110.0
713,Stealth (roller coaster),Thorpe Park,Operating,Intamin,Accelerator Coaster,Hydraulic launch track,3 (max 2 in operation) trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,2006,51.405,-0.5153,Steel,2006-03-15,80.0,205.1,0,4.0,1312.3,55.118110236220474,15000000.0,18.82,90.0,105.0,1080,92.0
714,Super Grover's Box Car Derby,Other,Unknown,Zierer,Unknown,Unknown,Single train with 14 cars. Riders are arranged 2 across in a single row for a total of 28 riders per train.,Ing.-Büro Stengel GmbH,2006,40.2864,-76.6531,Steel,Unknown,28.0,91.9,0,4.0,800.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
715,Tatsu,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,Flying Coaster,Chain Lift,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2006,34.4219,-118.5975,Steel,2006-05-13,62.0,91.9,4,4.0,3602.0,54.0,21000000.0,9.1,65.0,120.0,1600,111.0
716,Thunderbird (PowerPark),PowerPark,Operating,Great Coasters International,Unknown,Unknown,Unknown,Unknown,2006,63.2306,22.8579,Wood,2006-04-29,48.0,91.9,0,4.0,2713.0,3.0,8540000.0,9.1,65.0,93.0,1080,80.0
717,El Toro (Six Flags Great Adventure),Six Flags Great Adventure,Closed,Intamin,Wooden Coaster (Prefabricated Track),Cable lift hill,2 trains with 6 cars. Riders are arranged 3 across in 2 rows for a total of 36 riders per train.,Werner Stengel,2006,40.1389,-74.4346,Wood,2006-06-12,70.0,91.9,0,4.0,4400.0,18.89763779527559,8540000.0,9.1,76.0,102.0,1400,176.0
718,The Voyage (roller coaster),Holiday World & Splashin' Safari,Operating,The Gravity Group,Unknown,Chain Lift Hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,"Mike Graham, Korey Kiepert, Larry Bill, Chad Miller, Will Koch",2006,38.1213,-86.9115,Wood,2006-05-06,67.0,91.9,0,4.0,6442.0,48.031496062992126,6500000.0,9.1,66.0,165.0,1200,154.0
719,X-Coaster,Magic Springs and Crystal Falls,Operating,Maurer AG,SkyLoop XT-150,Unknown,Single train with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Unknown,2006,34.5179,-93.0151,Steel,2006-05-27,65.0,91.9,0,4.0,492.0,52.0,4000000.0,9.1,65.0,105.0,500,150.0
720,Boardwalk Bullet,Kemah Boardwalk,Operating,Martin & Vleminckx,Unknown,Chain Lift Hill,Unknown,"The Gravity Group, LLC",2007,29.5463,-95.0173,Wood,2007-08-31,51.0,91.9,0,3.5,3236.0,48.0,3044000.0,9.1,55.0,105.0,800,92.0
721,Crush's Coaster,Walt Disney Studios Park,Operating,Maurer AG,Unknown,Unknown,single car trains trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Walt Disney Imagineering,2007,48.8682,2.7777,Steel,2007-06-09,37.7,91.9,0,4.0,2300.0,6.0,8540000.0,9.1,65.0,115.0,1080,92.0
722,De Vliegende Hollander,Efteling,Operating,Kumbak,Unknown,Chain lift,Unknown,Karel Willemen,2007,51.648,5.0474,Steel,2007-04-01,42.9,59.1,0,2.0,1380.0,11.0,22000000.0,9.1,65.0,205.8,1900,92.0
723,Firehawk (roller coaster),Other,Unknown,Vekoma,Flying Dutchman (1018m),Chain lift hill,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Unknown,2007,40.2864,-76.6531,Steel,Unknown,50.0,91.9,5,4.3,3340.0,21.25984251968504,15000000.0,9.1,33.0,130.0,520,92.0
724,Flying Fish (roller coaster),Thorpe Park,Operating,Mack Rides,Powered,Powered coaster,"1 train containing 10 cars. Riders are seated 2 across in 2 rows, with only 1 row in the first car, for a total of 38 riders per train.",Blauer Enzian,2007,51.4052,-0.5139,Steel,1984-01-01,16.8,91.9,0,2.1,767.0,11.0,1250000.0,9.1,65.0,105.0,1100,13.0
725,Formule X,Drievliet Family Park,Operating,Maurer AG,XL 1000,LSM Launch,Unknown,Unknown,2007,52.0544,4.3496,Steel,2007-04-06,45.0,91.9,2,4.0,1150.0,51.0,8540000.0,10.06,65.0,27.0,650,92.0
726,Furius Baco,PortAventura Park,Operating,Intamin,Wing Rider Coaster Accelerator Coaster,Hydraulic Launch,3 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Werner Stengel,2007,41.0847,1.1564,Steel,2007-06-05,83.9,91.9,1,4.7,2788.75,55.118110236220474,16500000.000000002,12.5,65.0,55.0,1080,92.0
727,Galaxy Orbiter,Galaxyland,Operating,Gerstlauer,Sit down,Chain lift hill,5 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Ingenieurbüro Stengel GmbH,2007,53.5236,-113.6211,Steel,2007-07-17,24.9,147.6,0,3.26,1493.0,43.0,8540000.0,9.1,65.0,77.0,500,92.0
728,Griffon (roller coaster),Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,Dive Coaster,Chain lift,3 trains with 3 cars. Riders are arranged 10 across in a single row for a total of 30 riders per train.,Unknown,2007,37.2344,-76.6475,Steel,2007-05-18,71.0,91.9,2,4.0,3108.0,54.0,15600000.0,9.1,90.0,180.0,1400,205.0
729,Hollywood Dream – The Ride,Universal Studios Japan,Operating,Bolliger & Mabillard,Hyper Coaster,Chain lift hill,5 trains with 9 cars. Riders are arranged 4 across in a single row for a total of 36 riders per train.,Universal Creative,2007,34.6666,135.4338,Steel,2007-03-09,55.9,144.4,0,4.0,3900.0,4.0,50000000.0,9.1,50.0,151.0,1080,141.0
730,Infusion (roller coaster),Other,Unknown,Vekoma,Suspended Looping Coaster,Chain lift hill,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Vekoma,2007,40.2864,-76.6531,Steel,Unknown,50.0,91.9,5,4.5,2260.0,20.47244094488189,10000000.0,9.1,65.0,96.0,832,92.0
731,Jimmy Neutron's Atomic Flyer,Movie Park Germany,Operating,Vekoma,Suspended Family Coaster (294m),Unknown,Unknown,RCS GmbH,2007,51.62,6.9725,Steel,2007-03-01,49.7,42.7,0,4.0,2260.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
732,Journey to Atlantis,SeaWorld Orlando,Operating,Mack Rides,Water Coaster,Chain lift hill,Unknown,Unknown,2007,40.2864,-76.6531,Steel,1998-04-17,49.7,91.9,0,4.0,2300.0,42.0,8540000.0,9.1,65.0,356.0,1080,60.0
733,Kirnu,Linnanmäki,Operating,Intamin,ZacSpin,Unknown,Unknown,Werner Stengel,2007,60.1883,24.94,Steel,2007-04-27,37.0,91.9,0,2.6,465.11,55.0,3000000.0,9.1,65.0,60.0,640,92.0
734,Knightmare (Camelot),Other,Removed,Zierer,Unknown,Unknown,Unknown,Anton Schwarzkopf,2007,40.2864,-76.6531,Other,Unknown,40.0,91.9,0,5.0,2300.0,3.0,3750000.0,9.1,65.0,105.0,1080,92.0
735,Kvasten,Gröna Lund,Operating,Vekoma,Suspended Family Coaster (395m),Drive tire,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,2007,59.3226,18.0964,Steel,2007-04-28,34.2,64.3,0,2.5,1296.0,7.0,7850000.0,9.1,65.0,63.0,758,92.0
736,Maverick (roller coaster),Cedar Point,Operating,Intamin,Blitz Coaster,Two LSM-launches Launch - 0-70 in 3 seconds,6 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Werner Stengel,2007,41.4852,-82.6925,Steel,2007-05-26,70.0,91.9,2,4.0,4450.0,20.47244094488189,21000000.0,9.1,95.0,150.0,1200,100.0
737,Mick Doohan's Motocoaster,Dreamworld,Operating,Intamin,Family MotorBike Launch Coaster,Tire Propelled Launch,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Unknown,2007,-27.8628,153.3169,Steel,2007-09-30,44.7,23.0,0,4.0,1985.0,7.0,6500000.0,10.0,65.0,55.0,746,92.0
738,American Dreier Looping,Other,Unknown,Anton Schwarzkopf,Unknown,Booster Wheel Lift Hill,3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,2007,40.2864,-76.6531,Steel,Unknown,53.0,91.9,3,4.7,3444.0,55.0,8540000.0,9.1,65.0,105.0,1500,92.0
739,Mystery Mine,Dollywood,Operating,Gerstlauer,Euro-Fighter (Custom),Two Chain lift hills,7 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Werner Stengel,2007,35.7956,-83.5301,Steel,2007-04-13,43.5,91.9,2,4.0,1804.5,18.89763779527559,17500000.0,9.1,95.0,150.0,1000,92.0
740,Pandemonium (roller coaster),Other,Unknown,Gerstlauer,Unknown,Chain lift hill,Unknown,Werner Stengel,2007,40.2864,-76.6531,Steel,Unknown,31.0,91.9,0,4.0,1351.0,42.0,8540000.0,9.1,65.0,105.0,1080,27.0
741,Phaethon (roller coaster),Gyeongju World,Operating,Bolliger & Mabillard,Inverted Coaster,Unknown,Unknown,Unknown,2007,35.8367,129.28,Steel,2007-05-05,55.9,91.9,6,4.0,3280.83,57.08661417322835,8540000.0,9.1,65.0,140.0,1080,92.0
742,Rage (roller coaster),Adventure Island,Operating,Gerstlauer,Euro-Fighter Model 320+,Unknown,Unknown,Ingenieur Büro Stengel GmbH,2007,51.5325,0.7167,Steel,2007-02-10,43.5,91.9,3,4.5,1184.0,48.0,8540000.0,9.1,97.0,50.0,1080,92.0
743,Renegade (roller coaster),Valleyfair,Operating,Great Coasters International,Unknown,Chain lift hill,2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,2007,44.8008,-93.4611,Wood,2007-05-12,51.3,91.9,0,3.9,3113.0,48.0,6500000.0,9.1,66.0,120.0,850,91.4
744,Sierra Sidewinder,Knott's Berry Farm,Operating,Mack Rides,Spinning Coaster / Sierra Sidewinder,Unknown,2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Werner Stengel,2007,33.845,-117.9986,Steel,2007-05-26,37.0,91.9,0,4.0,1410.0,42.0,8540000.0,9.1,65.0,105.0,1080,39.0
746,Surfrider,Wet'n'Wild Gold Coast,Operating,Intamin,Half Pipe Roller Coaster,LSM,Single train with a single car. Riders are arranged 6 across in 2 rows for a total of 12 riders per train.,Ing.-Büro Stengel GmbH,2007,-27.9143,153.3164,Steel,2007-09-01,49.7,98.4,0,4.0,230.0,7.0,8540000.0,9.1,90.0,60.0,460,82.0
747,Troy (roller coaster),Toverland,Operating,Great Coasters International,Unknown,Chain lift hill,2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,2007,40.2864,-76.6531,Wood,2007-06-29,54.0,104.7,0,2.4,3534.0,48.0,7150000.000000001,9.1,65.0,105.0,850,101.0
748,Wicked (roller coaster),Lagoon Amusement Park,Operating,Zierer,Tower Launch Coaster,Two LSM launches,a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Werner Stengel,2007,40.9839,-111.8956,Steel,2007-06-01,55.0,91.9,1,4.8,2050.5,46.0,10000000.0,9.1,90.0,106.0,900,92.0
749,Wipeout (roller coaster),Pleasurewood Hills,Operating,Vekoma,Boomerang,Chain,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,2007,52.5075,1.7434,Steel,2007-01-01,50.0,91.9,6,4.0,935.0,3.0,8540000.0,9.1,65.0,105.0,760,110.0
750,American Thunder (roller coaster),Six Flags St. Louis,Operating,Great Coasters International,Unknown,Chain lift hill,2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,2008,38.5125,-90.6772,Wood,2008-06-20,48.0,91.9,0,4.0,2713.0,48.0,7000000.0,9.1,65.0,105.0,850,80.0
751,Backlot Stunt Coaster,Other,Unknown,Premier Rides,Unknown,LIM Launch Track,3 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,40.0,91.9,0,4.0,1960.0,48.0,8540000.0,5.96,65.0,64.0,1000,31.2
752,Behemoth (roller coaster),Canada's Wonderland,Operating,Bolliger & Mabillard,Hypercoaster,Chain lift,3 trains with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,Unknown,2008,43.839,-79.5406,Steel,2008-05-04,77.1,229.7,0,4.5,5318.0,53.93700787401575,26000000.0,9.1,75.0,190.0,1545,226.0
753,Cobra (Tivoli Friheden),Tivoli Friheden,Operating,Sartori Rides,compact Inverted Coaster,Chain lift hill,Unknown,Ride Tek,2008,56.1358,10.1979,Steel,2008-06-28,43.5,91.9,3,4.5,1312.0,48.0,8540000.0,9.1,65.0,105.0,720,92.0
754,The Dark Knight Coaster,Other,Unknown,Mack Rides,"Wild Mouse (compact mobile, rev. 2)",Chain lift hill,8 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,30.0,91.9,0,4.0,1213.0,42.0,8540000.0,9.1,65.0,120.0,1080,92.0
755,Dive Coaster (Chimelong Paradise),Chimelong Paradise,Operating,Bolliger & Mabillard,Floorless Dive Coaster,Chain lift hill,Unknown,Unknown,2008,22.9996,113.3233,Steel,2008-02-07,68.4,91.9,1,4.4,2300.0,7.0,8540000.0,9.1,90.0,105.0,1080,92.0
756,Dominator (roller coaster),Other,Unknown,Bolliger & Mabillard,Floorless roller coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,65.0,91.9,5,3.8,4210.0,21.25984251968504,8540000.0,9.1,57.0,126.0,1600,148.0
757,Dragon's Run,Other,Unknown,Bolliger & Mabillard,Sitting Coaster,Chain lift hill,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2008,40.2864,-76.6531,Steel,Unknown,65.0,91.9,6,4.0,3738.0,54.0,8540000.0,9.1,65.0,105.0,1080,150.0
758,Fahrenheit (roller coaster),Hersheypark,Operating,Intamin,Unknown,Vertical chain lift,Unknown,Unknown,2008,40.291,-76.6552,Steel,2008-05-24,58.0,91.9,6,4.0,2700.0,54.0,12100000.0,9.1,97.0,85.0,850,92.0
759,Flight Deck (Kings Island),Kings Island,Operating,Arrow Dynamics,Suspended Coaster,Chain lift hill,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,2008,39.3476,-84.2652,Steel,1993-04-09,51.0,91.9,0,2.9,2352.0,48.0,8540000.0,9.1,45.0,112.0,1200,70.0
760,Flight of the Hippogriff,Other,Unknown,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)","Junior Coaster (335m)[1] Youngstar Coaster (Hollywood, Beijing) [1]",Drive tire,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Universal Creative,2008,40.2864,-76.6531,Steel,Unknown,28.5,91.9,0,4.0,1099.1,36.0,8540000.0,9.1,65.0,66.0,1080,92.0
761,Goliath (Six Flags Fiesta Texas),Other,Unknown,Bolliger & Mabillard,Inverted Coaster - Batman,Chain lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,50.0,91.9,5,4.0,2693.0,54.0,8540000.0,9.1,65.0,120.0,1400,80.0
762,Jet Rescue,Sea World (Australia),Operating,Intamin,Unknown,2 friction wheel hydraulic launches,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Sea World,2008,-27.9568,153.4261,Steel,2008-12-26,43.5,19.7,0,2.5,1840.0,1.0,8540000.0,9.1,65.0,32.0,800,92.0
763,Kawasemi,Tobu Zoo,Operating,Intamin,Mega-lite,Unknown,Unknown,Unknown,2008,40.2864,-76.6531,Steel,2008-01-01,52.8,91.9,0,4.0,2477.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
764,Mammut (roller coaster),Gardaland,Operating,Vekoma,Custom MK-900 M,Chain lift hill,Unknown,Unknown,2008,45.4578,10.7125,Steel,2008-03-19,31.1,91.9,0,4.0,3379.3,48.0,8540000.0,9.1,65.0,165.0,1080,92.0
765,Moto Coaster (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Zamperla,Motocoaster,Flywheel Launch,6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Werner Stengel,2008,42.9304,-78.3834,Steel,2008-05-01,38.0,91.9,0,4.0,1198.0,48.0,3400000.0,9.1,65.0,105.0,250,92.0
766,Muntanya Russa (Tibidabo Amusement Park),Tibidabo Amusement Park,Operating,Vekoma,Unknown,Unknown,2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,RCS GmbH,2008,41.4228,2.1198,Steel,2008-12-23,49.7,91.9,0,3.5,2427.0,48.0,8540000.0,9.1,65.0,50.0,1010,101.0
767,Pandemonium (roller coaster),Other,Unknown,Gerstlauer,Unknown,Chain lift hill,Unknown,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,31.0,91.9,0,4.0,1351.0,42.0,8540000.0,9.1,65.0,105.0,1080,27.0
768,Pony Express (roller coaster),Knott's Berry Farm,Operating,Zamperla,MotoCoaster,Unknown,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Unknown,2008,33.8429,-118.0013,Steel,2008-05-22,38.0,91.9,0,4.0,1300.0,48.0,8540000.0,5.66,65.0,36.0,900,92.0
769,Possessed (roller coaster),Other,Unknown,Intamin,Twisted Impulse Coaster,LIM launch,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,70.0,91.9,0,3.7,704.0,20.47244094488189,8540000.0,9.1,90.0,105.0,950,92.0
770,Ravine Flyer II,Waldameer Park,Operating,The Gravity Group,Unknown,Chain,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,The Gravity Group,2008,42.1093,-80.157,Wood,2008-05-17,60.0,91.9,0,3.5,2900.0,48.0,6000000.0,9.1,60.0,90.0,1080,120.0
771,Roller Coaster (Dai Nam Van Hien),Đại Nam Văn Hiến,Operating,Hebei Zhongye Metallurgical Equipment,Unknown,Chain lift,Unknown,Unknown,2008,11.0433,106.6325,Steel,2008-09-11,46.6,110.2,4,4.0,2230.0,54.0,25.0,9.1,50.0,120.0,1440,98.0
773,Salama (roller coaster),Linnanmäki,Operating,Maurer AG,Unknown,Unknown,Unknown,Unknown,2008,60.1872,24.9392,Steel,2008-04-25,37.3,91.9,0,4.0,1377.11,48.0,8540000.0,9.1,65.0,105.0,800,92.0
775,SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Operating,Gerstlauer,Euro-Fighter (Custom),vertical Chain lift,Several trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Werner Stengel,2008,44.8553,-93.2425,Steel,2008-03-15,43.5,91.9,2,4.4,1371.4,48.0,2500000.0,9.1,97.0,120.0,750,92.0
776,Steel Hawg,Indiana Beach,Operating,S&S – Sansei Technologies,El Loco,Chain lift hill,4 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Alan Schilke,2008,40.7909,-86.7718,Steel,2008-07-05,41.0,91.9,2,4.0,2300.0,48.0,8540000.0,9.1,111.0,105.0,1080,92.0
777,Steel Lasso,Frontier City,Operating,Chance Morgan,Suspended Family Coaster (293m),Unknown,Unknown,Vekoma,2008,35.5838,-97.4405,Steel,2008-07-18,30.0,48.9,0,2.2,961.0,48.0,4000000.0,9.1,65.0,43.0,845,92.0
778,T Express,Everland,Operating,Intamin,Wooden Coaster (Prefabricated Track),Cable lift,3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Werner Stengel,2008,37.2898,127.2024,Wood,2008-03-14,64.6,183.8,0,4.0,5384.0,51.181102362204726,8540000.0,9.1,77.0,105.0,1500,150.9
779,Tsunami (roller coaster),Other,Unknown,Anton Schwarzkopf,Unknown,Unknown,Unknown,Werner Stengel,2008,40.2864,-76.6531,Steel,Unknown,55.0,91.9,0,4.0,2300.0,55.0,8540000.0,9.1,65.0,105.0,1080,98.0
780,Afterburn (roller coaster),Carowinds,Operating,Bolliger & Mabillard,Inverted Coaster – Custom,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Ing.-Büro Stengel GmbH,2009,35.1003,-80.9409,Steel,1999-03-20,62.0,91.9,6,4.0,2956.0,54.0,10500000.0,9.1,65.0,167.0,1380,92.0
